entry_id,seq_num,word,word_type,english_example,kashmiri_word,kashmiri_example,urdu_translation,chinese_word,chinese_example,turkish_word,turkish_example
10643,1,invigilator,," If you have a problem, ask the invigilator. ", ??????,??? ???? ??? ?????? ????????? ?????? ???????? , ??? ?? ?? ???? ??????? ?? ?? ? ????? ?? ???????,???,?????,????????,gözetmen,Bir sorununuz varsa gözetmenlere sorun.
10644,1,invigorate,,I felt invigorated after my run.,?????,??? ???? ?????? ??? ????? ???? ???????,??? ?? ???? ??? ?? ??? ???? ????? ????,??,???????????,canlandirmak,Kosumdan sonra kendimi canlanmis hissettim.
10645,1,invigorating,,"They are very invigorating, "" she said.",?????? ???? ,????? ???? ??? ??? ?????? ?????? ???? ?,?? ?? ??? ? "?? ??? ?????? ????  ????,?????,????????,”???,canlandirici,Bunlar çok canlandiricidir" dedi.
10646,1,invigoration,,We need to put more invigoration and enthusiasm into the organization.,???,???? ???? ?????? ???? ????? ??? ??? ???  ??????? ???????,???? ????? ??? ???? ??? ??? ????? ???? ???? ?? ????? ???,??,?????????????????,canlandirma,Organizasyona daha fazla canlilik ve cosku katmamiz gerekiyor.
10647,1,invincible,,She seemed nearly invincible on the tennis court this year., ?????? ??????,"?? ?? ???? ???? ???? ????? ????? ????????? ?????? ?????? ?
","?? ?? ??? ???? ???? ?? ??????? ?????? ????? ?????? ?? ??? ?????
",???,???????????????,yenilmez,Bu yil tenis kortunda neredeyse yenilmez görünüyordu.
10647,2,invincible,,How can just a few people make a country invincible?,?????,???? ??????? ???? ????? ??? ???? ?????  ??????? ???? ??? ?????? ,??? ??? ??? ??? ?? ????? ???? ??? ???? ????,???,??????????????????,yenilmez,Sadece birkaç kisi bir ülkeyi nasil yenilmez kilabilir?
10648,1,inviolate,,These rights must remain inviolate.,??????,??? ???? ????? ?????? ???????,?? ???? ?? ?????? ???? ??????,????,?????????????,dokunulmaz,Bu haklar ihlal edilmemelidir.
10649,1,invisible,,The belt is invisible even under the thinnest garments.,?????? ?? ??????,???? ???? ??? ??? ?????? ????? ????? ???? ???  ?????? ??????,???? ???? ????? ?? ???? ??? ??? ???? ????,???,?????????,?????????,görünmez,Kemer en ince giysilerin altinda bile görünmez.
10649,2,invisible,,They were nearly invisible from the store.,?????? ?? ??????,??? ?? ???  ????????? ?????? ????? ?????? ?????,?? ???? ?? ???????  ???? ????,???,????????????,görünmez,Magazadan neredeyse görünmezlerdi.
10650,1,invite,,Who should we invite to the party?,???? ????,???? ????? ???? ????? ???? ???? ?????,?? ?? ?? ????? ??? ???? ????,??,????????????,davet etmek,Partiye kimi davet etmeliyiz?
10650,1,invited,,She was invited to the party,???? ????,????? ???? ????? ???? ???? ??????,??? ????? ??? ???? ??? ??? ????,??,????????,davet edildi,Partiye davet edildi
10651,1,invitee,, Not all invitees attended both meetings., ???? ????? ??????,???? ???? ????? ?????? ?? ??? ?????? ??????? ???? ??????????,???? ???? ???? ???? ????? ??????? ??? ???? ???? ?????,???,?????????????????,davetli,Her iki toplantiya da davetlilerin tamami katilmadi.
10652,1,inviter,,He was  inviter of the party.,???? ????? ???,??? ??? ????? ???? ???? ????? ????,?? ????? ?? ???? ???? ????  ????,??,?????????,davet etmek,Partinin davetlisiydi.
10653,1,invitation,,We received their wedding invitation today., ?????,??? ???? ???? ???? ???????? ????? ???,???? ?? ?? ?? ???? ?? ???? ???? ????? ????,???,???????????????,davet,Bugün dügün davetiyelerini aldik.
10654,1,inviting,,Thank you for inviting us.,???? ????,??? ???? ????? ????? ???? ??? ?????? ??????? ????? ?,???? ???? ???? ???? ?? ??? ?? ?? ??????,??,????????,davetkar,Bizi davet ettiginiz için tesekkür ederiz.
10654,2,inviting,,Thank you for inviting me to your home. ,???? ????,??? ?????? ?? ???? ????? ????? ???? ??? ???? ??????? ????? ?,???? ???? ??? ???? ???? ?? ??? ?? ?? ??????,??,??????????,davetkar,Beni evinize davet ettiginiz için tesekkür ederim.
10654,1,invocation,,They began the meeting with an invocation.,???????,???? ???? ???????? ???? ????? ??????? ???? ??????,????? ?? ?????? ?? ???? ??? ??????? ?? ???? ????,??,???????????,çagri,Toplantiya bir çagriyla basladilar.
10655,1,invoice,,Please pay the final invoice within two weeks,?????,??????? ????? ??? ???? ????? ??? ????? ??? ????,???? ??? ?? ????? ?? ???? ???? ???? ??? ????,??,???????????,fatura,Lütfen son faturayi iki hafta içinde ödeyin
10656,1,invoke,,The priest invoked a blessing for the sick child.,????? ??? ????,???????? ???? ????? ???? ????? ????? ??? .,????? ?? ????? ??? ?? ??? ??? ???,??,???????????,çagirmak,Rahip hasta çocuk için dua etti.
10656,2,invoke,,The judge invoked an international law that protects refugees. ,,"??? ???? ???? ??? ???????? ??????? ???????? ??? ????????? ????? ????? ??? ?????
","?? ?? ??? ??? ???????? ????? ?? ??????? ??? ?? ??????? ?? ???? ????? ???? ???
",??,??????????????,çagirmak,Yargiç mültecileri koruyan uluslararasi bir yasaya atifta bulundu.
10657,1,involuntary,, The lawyer argued that the client's confession was involuntary.,???? ????,???????? ???? ????? ?? ??? ????? ????? ?????? ???? ??? ???? ?????,???? ?? ????? ???? ???? ??? ?? ???? ?? ??????? ???? ???? ?? ???? ????,????,????,????????????,istemsiz,"Avukat, müvekkilin itirafinin istem disi oldugunu savundu."
10658,1,involuntarily,,"We may act involuntarily, against our better judgement.",??? ?????? ,??? ????? ????? ???? ????? ???? ??? ?????? ??? ????? ??? ??????,?? ???? ???? ????? ?? ???? ??? ????? ??? ?? ??? ?? ???? ????,????,??????????????,??????????,istemsizce,Daha iyi karar vermemize ragmen istemsizce hareket edebiliriz.
10659,1,involve,,Don't involve other people in your trouble.,?????,??????? ???????? ???? ??? ??? ????? ???? ??????,???? ????? ??? ????? ????? ?? ???? ?? ?????,??,?????????????,içermek,Sorunlariniza baskalarini karistirmayin.
10659,2,involve,,The job involves a lot of travelling.,?????,???? ???? ??? ?????? ????? ????? ??????,??? ??? ??? ????? ??? ???? ???? ???,??,???????????,içermek,Is çok seyahat etmeyi gerektiriyor.
10659,3,involve,,The story involves a woman who went on holiday with her child.,?????,?????? ???? ???? ??? ?????? ????? ????? ?????? ??? ???? ???? ????? ????????,????? ??? ??? ???? ???? ?? ?? ???? ??? ?? ???? ?????? ?????? ??? ????,??,???????????????????,içermek,Hikaye çocuguyla tatile çikan bir kadini konu aliyor.
10660,1,involved,,Many of the crimes involved drugs. ,?????,?????? ?????? ???? ??? ?????? ??????,??? ?? ????? ??? ?????? ???? ????,??,????????????,dahil olmus,Suçlarin çogu uyusturucu içeriyordu.
10660,2,involved ,,He was involved in a car accident.,?????,??? ??? ????? ???? ??????? ???? ??????,?? ??? ??? ????? ??? ???? ????,??,?????????,dahil olmus,Bir araba kazasina karisti.
10661,1,involvement,,You have no proof of my involvement in anything.,?????,???? ??? ??? ??? ?????? ??? ????? ???? ??? ??? ???? ????? ????? ????? ?,?? ?? ??? ??? ??? ??? ??? ???? ???? ???? ?? ???? ???? ???? ???,??,??????????????????,katilim,Hiçbir seye karistigimi gösteren hiçbir kanitin yok.
10662,1,invulnerable,,They are now invulnerable and will no longer fight.,???? ??? ??????  ??? ??? ???? ?????? ???????,??? ??? ???? ???? ??? ????? ??? ??? ??? ????? ?????,"?? ?? ?????? ????? ??? ??? ???? ???? ???? ???
",?????,??????????,???????,yenilmez,Artik yenilmezler ve artik savasmayacaklar.
10663,1,inward,,Your baby's lips should not be tucked inward., ????? ???,???????? ????? ?????  ???? ????? ??? ????? ??? ?????? ?????,?? ?? ??? ?? ??????  ???? ?? ??? ???? ?????? ??????,???,????????????,içe dogru,Bebeginizin dudaklari içe dogru kivrilmamalidir.
10664,1,inwardly,,She was outwardly calm but inwardly nervous.,,?? ???? ?????  ??? ?????? ???? ?????? ??? ????? ?????????? ,?? ????? ??? ?? ?????? ??? ???? ????? ??? ?? ????? ??? ????,???,???????,????????,içten,Distan sakin ama içten tedirgindi.
10665,1,inweave,,I want to inweave the dress.,????? ??????,??? ??? ????? ????? ?????? ?,??? ???? ??  ???? ????? ????,??,???????????,örmek,Elbiseyi örmek istiyorum.
10666,1,inwrought,,His suit has inwrought design.,????? ,???? ??????? ???? ????? ?????? ????????,?? ?? ??? ?? ?????? ???? ??? ???,??,??????????,dogustan,Takim elbisesinin kendine özgü bir tasarimi var.
10667,1,ion,,The company is the second largest maker of ion implantation devices.,???,????? ???? ??? ?????????? ???????? ?????  ??????  ????? ?????? ???? ??????  ????,????? ??? ?????????? ??????? ?? ????? ?? ?? ??? ????? ???? ???,??,?????????????????,iyon,"Sirket, iyon implantasyon cihazlarinin ikinci büyük üreticisidir."
10668,1,ice,,The ice is melting.,???? ,???? ??? ?????,??? ???? ??? ???,?,??????,buz,Buz eriyor.
10669,1,ionic,,The lake was covered in ice all winter.,???? ,???? ??? ????? ??????? ???? ???? ???? ???????,???? ???? ???? ???? ??? ??? ??? ???? ???? ????,???,????,?????????,iyonik,Göl bütün kis buzla kapliydi.
10670,1,iota,,There is not an iota of truth in her saying.,??? ??? ????? ???,???? ???????? ?????? ??? ???? ??? ??? ??? ??? ????? ?,?? ?? ???? ??? ??? ??? ??? ????? ???? ???,???,??????????,azicik,Sözlerinde zerre kadar dogruluk payi yok.
10671,1,ipso facto,,"He is an outstanding pupil and, ipso facto, disliked by the rest of the class.",??? ????? ??? ??? ????,??? ??? ??? ?????? ?????? ??? ???? ??? ???? ???? ????? ????? ???? ?????,"?? ??? ?????? ????? ?? ??????? ??? ??? ???? ?? ???? ????? ??? ?????? ???? ????
",???,?????????,????,?????????????,otomatik olarak,O olaganüstü bir ögrencidir ve sinifin geri kalani tarafindan sevilmeyen bir kisidir.
10672,1,iracund,,He was very iracund because of his behaviour.,???? ????,??? ??? ?????? ?????? ???? ?????? ???? ?????,?? ???? ???? ?? ??? ?? ??? ??? ???? ????,?????,??????,????????,kizginlar,Davranislarindan dolayi çok sinirliydi.
10673,1,iracundity,,Her wife has iracundity.,???? ??????,????? ?????? ??????? ???? ???? ???????,?? ?? ???? ?? ??? ?????  ???,??,?????????,kizginlik,Karisinin ihtiyatliligi var.
10674,1,irade,,"To visit the seraglio, an imperial irade is necessary.

",??????? ?????,"???????? ????? ???? ????? ?????? ??? ????  ??????? ????? ??? ?????? ?
","???????? ?? ???? ???? ?? ???? ??? ????  ?????? ????? ????? ???
",??,?????,?????????,irade,Saray'i ziyaret etmek için imparatorluk iradesi gereklidir.
10675,1,irascible,,He is an irascible and difficult man,??????,??? ??? ??? ?????? ??? ??? ???? ??????,?? ??? ????? ??? ??? ???? ???,??,???????????????,çabuk öfkelenen,"O, çabuk sinirlenen ve zor bir adamdir"
10675,2,irascible,,Some people are more irascible than others.,????? ??? ???? ??????,??????? ???? ??? ????? ?????? ?????? ????? ????? ??? ???? ?????,??? ??? ?????? ?? ?????? ??? ????? ????? ???? ????,??,???????????,çabuk öfkelenen,Bazi insanlar digerlerinden daha çabuk sinirlenirler.
10676,1,irate,,His father is very irate with him.,???????,???? ????? ??? ??? ????? ?????? ????????,?? ?? ???? ?? ?? ??? ????? ????,??,??????????,kizgin,Babasi ona çok kiziyor.
10677,1,ire,,The plans have raised the ire of politicians and industry.,??????,???? ???????? ????  ??????? ???? ??? ????? ????? ??????,?? ??????? ?? ?????????? ??? ???? ?? ??? ?? ??? ??? ???,??,??????????????????,öfke,Planlar politikacilarin ve endüstrinin öfkesini artirdi.
10678,1,ireful,, It makes me ireful to think of them ,??????,???? ????? ??????? ??? ??? ?????? ??????,?? ?? ???? ??? ??? ?? ???? ??? ??? ???,???,??????????,öfkeli,Bunlari düsünmek beni sinirlendiriyor
10679,1,iridescent,,The singer's iridescent necklace glowed brightly under the spotlight. ,???? ?? ?????,????? ????? ????? ???? ?? ????? ??? ??? ????? ????? ??? ??? ????? ?,?????? ?? ??? ???? ??? ????? ???? ?? ???? ??? ??? ????,????,???????????????????,yanardöner,Sarkicinin yanardöner kolyesi spot isigi altinda parlak bir sekilde parliyordu.
10680,1,iris,,"The eyes are small, with dark brown irises.",????,???? ???? ????? ? ??? ????? ????? ?????,?????? ????? ??? ? ???? ????? ???? ?? ?????,??,????,???????,iris,"Gözler küçük, koyu kahverengi irislidir."
10681,1,irk,,Jaya’s flippant tone irked him,??????,??? ????? ???  ???? ???? ??? ???????,??? ?? ??? ???? ?? ??? ?????? ?????,??,Jaya??????????,irk,Jaya'nin küstah ses tonu onu rahatsiz etti
10682,1,irksome,,"She found the restrictions irksome.
",?????? ???,????? ?????? ?????????? ?????? ????,??? ???????? ?????? ?? ?????,?????,????????????,sikici,Kisitlamalari rahatsiz edici buldu.
10683,1,iron,,Could you iron this dress for me?,??????,???? ???? ??????? ?????? ????? ?????? ?????? ???????,??? ?? ???? ??? ?? ???? ????? ?????? ????,?,?????????????,ütü,Bu elbiseyi benim için ütüleyebilir misin?
10683,2,iron,,"From a bar of iron he made four horseshoes.

",???????,??????? ??? ???? ??? ??? ???  ??? ???? ?????  ,???? ?? ??? ?? ?? ?? ?????? ?? ??? ?????? ???????,?,???????????????,ütü,Bir demir çubuktan dört at nali yapti.
10684,1,ironclad,,The company has an ironclad policy against revealing secrets to competitors.,???????,????? ?? ????????? ???? ??? ??? ????? ????? ???  ??????? ????????,????? ?? ?????? ?? ??? ???? ???? ?? ???? ???  ????? ?????? ???,???,???????????,????????????,zirhli,"Sirketin, sirlarin rakiplere ifsa edilmesine karsi kati bir politikasi var."
10685,1,out iron,, We hope they can iron out their differences and get on with working together.,????,??? ??? ?????? ???? ?? ???  ??? ???? ????? ???????? ???? ??? ???? ??? ????? ?????  ?,?? ???? ???? ??? ?? ?? ???? ???????? ?? ??? ?? ???? ??? ??? ?? ?? ??? ?? ???? ????,??,????????????,?????,demir çikti,Umariz aralarindaki farkliliklari giderebilirler ve birlikte çalismaya devam edebilirler.
10686,1,iron rod,,"One student died after being beaten with an iron rod, police said.",??????? ??????,??????? ??? ?? ??? ??? ?????? ???? ???? ??????? ?????? ???? ??? ????? ?????,????? ?? ????? ?? ??? ???? ??? ?? ???? ?? ???? ?? ????? ?? ??? ??? ?? ????,??,???,?????????????,demir çubuk,"Polis, bir ögrencinin demir çubukla dövülmesi sonucu hayatini kaybettigini söyledi."
10687,1,ironsmith,,His father is an ironsmith.,"	????",????? ????? ??? ??? ?????,?? ?? ???? ??? ????? ????,??,??????????,demirci,Babasi demircidir.
10688,1,ironical,,Don't be ironical with me.,?????,??? ???? ?? ??? ??????,"???? ???? ??? ???? ?? ????
",???,?????,ironik,Benimle ironi yapmayin.
10689,1,ironically,,She smiled ironically.,??? ??? ???? ?????,???? ???? ??? ??? ???? ??????,?? ?? ???? ?? ??? ?? ????????,???,????????,ironik bir sekilde,Ironik bir sekilde gülümsedi.
10690,1,irony,,I failed to detect any irony in his tone. ,???,??? ???? ????? ?????? ??? ??? ????? ????? ?????,??? ?? ?? ???? ??? ???? ??? ???  ????? ???? ??? ????? ????,??,?????????????????,ironi,Sesinde herhangi bir ironi tespit edemedim.
10691,1,irradiant,,The sun is irradiant.,??????,????? ??? ???????,???? ?????? ???,???,?????,isinlayici,Günes isinliyor.
10692,1,irradiate,,The cells are irradiated so that they cannot reproduce.,???? ???????,????? ???  ???? ??????? ????? ??? ????? ??? ?????? ???? ????? ?,???? ?? ????? ????? ?? ???? ?? ?????? ???? ?? ?? ?????,??,??????,???????,saçmak,Hücreler çogalamayacaklari sekilde isinlanir.
10693,1,irrational,,She had an irrational fear of cats., ??? ??????,????? ??? ??? ?????? ??? ?????? ??????,??? ????? ?? ??? ????? ??? ????,????,?????????????,mantiksiz,Kedilere karsi mantiksiz bir korkusu vardi.
10694,1,irredeemable,,There are irredeemable flaws in the logic of the argument.,???????? ?????,????? ????? ??????? ???? ??? ???????? ????? ?????,???? ?? ???? ??? ?????? ????? ?????? ????,?????,???????????????,telafisi mümkün olmayan,Iddianin mantiginda onarilamaz kusurlar var.
10695,1,irregular,,"He had bad teeth, irregular and discolored.", ??? ??????,?????? ??? ????? ?????? ??? ?????? ??? ??? ?????,?? ?? ???? ????? ?? ????? ??? ?? ??? ????,????,??????,????,?????,düzensiz,"Kötü, düzensiz ve rengi solmus disleri vardi."
10696,1,irregularity,, The X-ray showed a slight irregularity in one lung.,??????,??????? ???? ??? ??? ????? ??????? ??????  ??????,?????? ??? ??? ??????? ??? ??????  ?????? ???? ?????,????,X ??????????????????,düzensizlik,Röntgende akcigerlerden birinde hafif bir düzensizlik görüldü.
10697,1,irrelevant,,"Her comments were irrelevant to our discussion.
",??? ????????,????? ????? ??????? ??? ????? ?????  ??? ??? ???????? ?,"?? ?? ????? ????? ??? ?? ??? ????? ????
",????,?????????????,alakasiz,Yorumlarinin tartismamizla alakasi yoktu.
10698,1,irreligious,,He considered it irreligious and not suitable for good Muslims., ??? ??????,??? ??? ??? ??? ?????? ??? ????? ????????? ????? ??? ??????,?? ??? ??? ????? ??? ???? ???????? ?? ??? ?????? ???? ?????? ????,??????,?????????,??????????,dinsiz,Bunun din disi oldugunu ve iyi Müslümanlara uygun olmadigini düsünüyordu.
10699,1,irreparable,,irreparable damage has been done to the forests,?? ?????? ??? ???,????????? ?????? ?? ?????? ??? ??? ?????? ?????????,?????? ?? ?? ????? ????  ????? ????? ???,?????,?????????????,onarilamaz,Ormanlara onarilamaz zararlar verildi
10700,1,irreproachable,,His conduct as a police officer was irreproachable.,???????? ?????,??? ?????? ???? ????? ????? ???? ????? ??? ????????  ??? ???????? ??????,??? ????? ???? ?? ??? ?? ?? ??  ??? ?????  ??????? ????? ????,?????,??????,?????????,kusursuz,Bir polis memuru olarak davranisi kusursuzdu.
10701,1,irresistible,,His arguments were irresistible.,???????? ??????,???? ????? ????? ?? ???????? ???????,?? ?? ?????  ?????? ??????  ????,?????,???????????,karsi konulamaz,Onun argümanlari karsi konulmazdi.
10702,1,irresolute,, Irresolute persons make poor leaders.,??? ????? ?????,??? ????? ????? ???? ??? ????? ?????? ?????,"????? ???? ??? ????? ????? ???? ????
",?,??????????????,kararsiz,Kararsiz kisilerden kötü liderler çikar.
10703,1,irresolution,,He accepted the position without irresolution.,?? ?????,???? ????  ?? ????? ??? ???? ??????,????? ?? ???? ??? ?? ?? ?? ???? ???? ?? ????,????,??????????????,kararsizlik,Pozisyonu tereddüt etmeden kabul etti.
10704,1,irrespective,,"Irrespective of my wishes, I should go.", ?? ????,?????? ????????  ?? ????? ??? ??? ??????,???? ??????? ?? ??? ??? ???? ???? ??????,????,????????,??????,ne olursa olsun,Isteklerim ne olursa olsun gitmeliyim.
10705,1,irresponsible,,It is irresponsible to let small children go out alone.,??? ???? ???????,????? ???? ?????????? ????? ??????? ????? ??? ??? ???? ???????? ,????? ???? ?? ???? ???? ???? ???? ??? ??? ?????? ???,?????,?????????????????,sorumsuz,Küçük çocuklarin tek basina disari çikmasina izin vermek sorumsuzluktur.
10705,2,irresponsible,,It would be irresponsible to ignore the threats. ,??? ???? ???????,????? ????? ??????? ????? ??? ??? ???? ????????,????? ?? ???????? ???? ??? ??? ?????? ?????,?????,???????????????,sorumsuz,Tehditleri görmezden gelmek sorumsuzluk olur.
