seq_num,word,word_type,english_example,kashmiri_word,kashmiri_example,urdu_translation,chinese_word,chinese_example,turkish_word,turkish_example
1,wheeze,,He wheezed because of chest disease.,??? ??? ?????? ??? ??????,?????? ?????? ??????? ???? ??? ??? ??? ??? ?????? ??? ???????,???? ?? ?????? ?? ??? ?? ?? ?? ??????? ?? ???? ???? ???,???,??????????,hirilti,Gögüs rahatsizligi nedeniyle hiriltisi vardi.
1,whelk,,"Whelks have hard shells, and soft bodies which can be eaten.",,,???????? ?? ??? ??? ??? ??? ??? ???? ??? ????? ????? ?? ???? ???,???,??????????????,?????,deniz salyangozu,Salyangozlarin sert kabuklari ve yenebilen yumusak gövdeleri vardir.
1,when,,I came back when I heard the news.,?????? ?????,??? ?? ???? ?????? ????? ??? ??? ?????,??? ???? ??? ?? ??? ?? ??? ????,????,????????????,Ne zaman,Haberi duyunca geri döndüm.
2,when,,I had a great time when I went to the coast.,?????,?????? ??? ?????? ????? ???? ??? ????? ???? ??? ????,??? ?? ??? ???? ?? ??? ??? ?? ??? ???? ??? ??????,????,??????????,Ne zaman,Sahile gittigimde harika vakit geçirdim.
1,whence,,Nobody know whence he has come.,???? ??????,??????? ??? ???? ??? ??? ??? ???? ?????? ??? ?????,"???? ???? ????? ?? ?? ???? ?? ??? ???
",??,???????????,nereden,Kimse nereden geldigini bilmiyor.
1,whenever,,You can come tomorrow or whenever.,?????? ??? ??? ????,?? ?????? ???? ???? ?? ?????? ??? ??? ?????,?? ?? ?? ?? ????? ? ???? ????,??,?????????????,her ne zaman,Yarin veya istediginiz zaman gelebilirsiniz.
1,where,,I asked him where I could buy an umbrella.,??????,??? ????? ????? ?? ??? ???? ?????? ?????? ???????,??? ?? ?? ?? ????? ?? ??? ????? ???? ?? ???? ???? ????,???,????????????,Neresi,Ona nereden semsiye alabilecegimi sordum.
2,where,,She advised me where to stay.,????,???? ????? ??? ????? ?? ??? ???? ?????,?? ?? ???? ????? ??? ?? ?? ??? ???? ???,???,?????????,Neresi,Bana nerede kalacagimi tavsiye etti.
3,where,,Where are you going?,????,?? ???? ???????,?? ???? ?? ??? ??.,???,??????,Neresi,Nereye gidiyorsun?
4,where,,"Where you find a lot of water, you will also find these beautiful insects.",??????,?????? ?? ?????? ?? ??????? ???? ????? ?? ??? ???????? ????? ????,???? ?? ?? ?? ??? ????? ???? ??? ??? ?? ?? ?? ??????? ???? ??? ?? ????? ???,???,????????,?????????????,Neresi,Suyun çok oldugu yerde bu güzel böcekleri de bulacaksiniz.
1,where to,,She told him where to put the luggage.,???? ??,????? ???? ????? ????? ???? ?? ??? ???????,"?? ?? ??? ????? ?? ????? ?? ??? ????? ???
",???,????????????,nereye,Valizini nereye koyacagini söyledi.
1,Whereabout,,I have no knowledge of the tourists' whereabouts.,??? ????,????? ?????? ??? ????? ???? ??? ??? ?????? ??? ??? ?????,???? ?????? ?? ?????? ?? ???? ??? ???? ???,??,??????????,nerede,Turistlerin nerede olduguna dair hiçbir bilgim yok.
2,whereabout,, Whereabouts in India do they live?,??? ?????,??????????? ???? ??? ????? ??? ??? ??????,"?? ???????? ??? ?? ???? ?? ???? ????
",??,?????????,nerede,Hindistan'in neresinde yasiyorlar?
3,whereabouts,,Wives and children do not know the whereabouts of their husbands and fathers.,??? ? ?????,???????????? ??? ??? ???? ??? ??????? ???????? ??? ?????? ?????? ??? ???????? ??????,?????? ??? ??? ???? ?????? ??? ????? ?? ?????? ???? ????? ????,??,?????????????????,nerede,"Esleri ve çocuklari, kocalarinin ve babalarinin nerede oldugunu bilmiyor."
1,whereas,,"He loves foreign holidays, whereas his wife prefers to stay at home.",?????? ??,????? ???? ???????? ????? ??????? ?????? ?????? ?? ???? ?????? ?????????? ??? ????? ??? ??? ?????,??? ??? ???? ???? ???? ???? ???? ?? ?? ???? ??? ??? ???? ?? ????? ???? ???,??,???????,?????????????,halbuki,"Kendisi yurtdisindaki tatilleri seviyor, karisi ise evde kalmayi tercih ediyor."
1,whereby,,They have introduced a new system whereby all employees must undergo regular training.,??? ???? ?????? ?? ???,"???? ??? ??? ???? ????? ???? ??????? ??? ??? ???? ???????? ??????? ?????? ???? ?????
","????? ?? ??? ??? ???? ?????? ????? ?? ?? ?? ??? ???? ??????? ?? ??????? ????? ???? ?????
",??,??????????,??????????????,bu sayede,Tüm çalisanlarin düzenli egitimden geçmesini gerektiren yeni bir sistem baslattilar.
1,wherefore,,"Truly he cared for me, wherefore I respect him.",???? ????,???? ????? ???? ????? ????? ?????? ???? ???? ???? ??? ????? ??????? ?????,????? ?? ?? ???? ???? ????? ?? ??? ??? ?? ?? ?????? ???? ????,??,???????,???????,bu yüzden,"Gerçekten o bana deger veriyordu, bu yüzden ona saygi duyuyorum."
2,wherefore,,Wherefore did you go there?,???? ?????,?? ???? ????? ???? ????,"?? ???? ?? ????? ??? ????
",??,????????,bu yüzden,Oraya neden gittin?
1,wherefrom,,Wherefrom is that child?,?????,??? ???? ????? ????,"?? ??? ???? ?? ???
",????,?????????,nereden,Bu çocuk nereden?
1,wherein,,Please read the document wherein all the necessary details are given.,??? ????,??????? ?????? ????? ??????? ??? ???? ????? ???????? ????? ???? ?????,???? ??? ??????? ????? ?? ??? ???? ????? ??????? ?? ?????,??,????????????????????,burada,Lütfen gerekli tüm ayrintilarin verildigi belgeyi okuyun.
1,whereof,, The man whereof I speak is no longer alive.,????? ?????,??? ??? ????? ????? ??? ???? ???? ??? ??? ???? ???????,"?? ???? ?? ?? ???? ??? ??? ??? ??? ??? ?? ???? ???? ???
",??,???????????????,bunun,Bahsettigim adam artik hayatta degil.
1,wheresoever,,"Wheresoever you may be, God will bring you all together.",???? ???,???? ??? ???? ????? ??? ????? ????? ????? ????? ?????,???? ??? ?? ? ??? ?? ?? ?? ????? ??? ???,?????,??????,?????????????,nerede olursa olsun,"Nerede olursaniz olun, Allah hepinizi bir araya toplayacaktir."
1,whereupon,,"He told her she was a liar, whereupon she walked out.",???? ????,???? ???? ?? ?? ???? ?????????? ?????? ???? ?? ????????,?? ?? ??? ????? ?? ?? ????? ??? ?? ?? ?? ???? ??? ????,??,?????????,?????????,bunun üzerine,Ona yalanci oldugunu söyledi ve bunun üzerine disari çikti.
1,wherever,,You can sit wherever you like.,??????? ???? ????? ??? ???,?? ??????? ??? ????? ?????? ?????? ??????,?? ???? ??? ????? ???? ???? ????,?????,??????????????,her yerde,Istediginiz yere oturabilirsiniz.
1,whet,,Youy need to whet your knife.,??? ????,????? ??? ????? ?????? ??? ????? ??????,"?? ?? ???? ???? ?? ??? ???? ?? ????? ???
",??,??????,uyandirmak,Biçagini bilemen gerekiyor.
1,whether,,I need to decide whether I'm going to college or not.,??? ???,??? ??? ?????? ???? ?? ??? ??? ???? ????? ????? ????,???? ?? ????? ???? ?? ????? ?? ?? ??? ??? ???? ???? ?? ?????,??,???????????,ikisinden biri,Üniversiteye gidip gitmeyecegime karar vermem gerekiyor.
2,whether,,"The world exists, whether you like it or not.",????,????? ??? ????? ????? ???? ????? ??? ????? ??? ?? ?? ????,"???? ????? ??? ???? ?? ??? ???? ???? ?? ?? ?????
",??,???????,????????,ikisinden biri,Begenseniz de begenmeseniz de dünya var.
1,whey,,What shall I do with the whey?,????? ????? ??,??? ???? ??? ????? ??? ??? ????,"??? ??? ?? ???? ?? ??? ?????
",??,?????????,peynir alti suyu,Peynir alti suyuyla ne yapacagim?
1,which,,Which fruit do you like?,???,??? ??? ????? ???? ??? ?????,?? ?? ??? ?? ??? ???? ???,??,????????,Hangi,Hangi meyveyi seversin?
2,which,,Which hand do you write with?,????  ,???? ???? ???? ???? ???? ????????,?? ?? ???? ?? ????? ????,??,????????,Hangi,Hangi elinizle yaziyorsunuz?
1,whichever,,You can choose whichever book you want.,??? ???,?? ??? ??? ????? ???? ?? ?????? ???????,?? ?? ??? ???? ????? ??? ?? ?? ?? ???? ????,??,???????????????,hangisi,Istediginiz kitabi seçebilirsiniz.
1,whiffy,,He hadn't showered for a few days and was starting to get whiffy.,????? ??,???? ???? ??? ??????? ???? ?????? ????? ??????? ??? ????? ???????? ????? ?? ??????,"?? ?? ??? ???? ?? ????? ???? ??? ??? ???? ??? ???? ???? ?? ??? ????
",???,??????????,???????,hos kokulu,Birkaç gündür dus almamisti ve kötü kokmaya baslamisti.
1,while,,I don't eat anything while I am working.,????? ????? ,??? ???? ??? ??? ????? ???? ??????? ??? ????????,"??? ??? ?? ????? ??? ???? ??????
",??,???????????,sirasinda,Çalisirken hiçbir sey yemiyorum.
2,while,,"The first two services are free, while the third costs $35.",?????? ?? ,??????? ?? ?????? ??? ????? ?????? ?? ??????????? ???? ??? 35 ?????? ?????,"???? ?? ????? ??? ???? ???? ????? ?? ???? 35 ?????? ???? ???
",??,???????,??????? 35 ???,sirasinda,"Ilk iki hizmet ücretsiz, üçüncüsü ise 35 dolardir."
1,whilst,,He took charge of the office whilst officer was away.,?????? ?????,???? ??? ?????? ??????? ?????? ????? ???? ????? ????,"?? ?? ???? ?? ??? ???? ???? ?????? ?? ?? ??? ???? ???? ????
",??,??????,?????????,iken,Memur yokken ofisin sorumlulugunu üstlendi.
1,whim,,She bought that dress on a whim.,????,????? ???? ??? ????? ???? ?????,"?? ?? ?? ???? ??? ????? ?? ????? ????
",????,????????????,heves,Bu elbiseyi bir hevesle satin aldi.
1,whimper,,The child was lost and began to whimper.,????? ????? ????? ????,???? ??? ?????? ??? ??? ????? ????? ?????,??? ??? ??? ??? ???? ???? ??? ???? ????,??,?????,?????,sizlanma,Çocuk kaybolmustu ve sizlanmaya basladi.
1,whimsical,,"He has a good-nature, but a little whimsical .",????? ??,????? ??? ??? ?????? ??? ??? ??? ????? ???,?? ?? ???? ???? ?? ???? ????? ???? ???,?????,?????,????????,kaprisli,Iyi bir dogasi var ama biraz tuhaf.
1,whine,,The dog is whining to go out.,????? ???? ???? ????? ?????,???? ??? ???? ?????? ????? ?????,??? ???? ???? ?? ??? ?? ??? ???,??,????????,sizlanmak,Köpek disari çikmak için sizlaniyor.
1,whinge,,People always whinge about the weather.,????? ????? ?????? ?????,???? ??? ?????? ????? ?????? ????? ??????,??? ????? ???? ?? ???? ??? ?????? ?? ????? ??? ????? ???? ????,??,?????????,sizlanmak,Insanlar her zaman hava durumu hakkinda sizlanirlar.
2,whinge,,Stop whingeing and get on with it!,????? ?????,????? ????? ????? ????? ??? ???? ????? ?????????,????? ???? ??? ??? ??? ?? ?? ???? ??? ?????,??,?????,???!,sizlanmak,Sizlanmayi birak ve isine devam et!
1,whining,,The patient was whining all afternoon.,??? ??? ????,?????? ??? ????? ??????? ??? ??? ?????,"???? ???? ????? ?? ?? ???? ????
",???,???????????,sizlanan,Hasta bütün ögleden sonra sizlandi.
1,whip,,He thrashed the horse with his whip.,????????,???? ??? ????? ?????? ???????? ?????,"?? ?? ????? ?? ???? ???? ?? ?????
",?,????????,kirbaç,Ati kamçisiyla dövdü.
1,whipping,,The cowboy was whipping his cow.,???? ??????,????? ??? ?????? ???? ???? ??????,"?????? ???? ???? ?? ???? ??? ??? ????
",??,??????????,kirbaçlama,Kovboy inegini kirbaçliyordu.
1,whipping boy,,He has become the whipping boy.,????? ?????? ???? ????? ??? ??????? ???,??? ??? ????? ?????? ???? ????? ??? ??????? ??? ?????? ????????,?? ?? ???? ??? ???? ???? ???? ?? ??? ???,????,???????,kirbaçlanan çocuk,Kirbaçlanan çocuk haline geldi.
1,whir,,The ceiling fans whirred in the air.,??? ??? ????? ????  ??????,????????? ???? ???? ????? ???? ??? ??? ????? ????  ??????,??? ?? ????? ??? ??? ??? ????? ?? ???? ???? ??? ???,??,??????????,pirlamak,Tavan vantilatörleri havada uguldadi.
1,whirl,,He whirled her round in his arms.,???????,???? ????? ?? ??????? ?????? ?????,?? ?? ??? ???? ?????? ??? ???????,??,????????????,kosusturma,Onu kollarinin arasinda döndürdü.
2,whirl,,My head is starting to whirl.,??? ??? ????,???? ???? ??????? ??? ??? ??????,???? ??  ???? ?? ??? ????? ????,??,??????????,kosusturma,Basim dönmeye basliyor.
3,whirl,,The children were whirling in the garden.,??? ??? ????,???? ??? ???? ???? ??? ??? ?????,"??? ??? ??? ??? ??? ??? ????
",??,??????????,kosusturma,Çocuklar bahçede dönüp duruyorlardi.
1,whirlpool,,She became caught in a whirlpool of hate.,???? ??,?? ???? ???? ??? ???? ??? ???? ??????,?? ???? ?? ????? ??? ???? ????,??,??????????,jakuzi,Bir nefret girdabina kapilmisti.
1,whirlwind,,The school was seriously damaged by a whirlwind.,?????,?????? ????? ???????? ???? ???? ??????,"????? ?? ?????? ??? ?? ???? ????? ??????
",??,??????????,kasirga,Kasirga nedeniyle okulda ciddi hasar olustu.
1,whisk,,"In a separate bowl, whisk together the remaining sugar and the yolks.",?????????? ??????,????? ??? ?????? ???? ???????? ???????? ????? ??? ??????? ?????? ????? ?????,"??? ??? ????? ???? ???? ???? ???  ???? ?? ???? ?? ??? ???? ???????
",?,??????,??????????????,hizla çikarmak,Ayri bir kapta kalan sekeri ve sarilari çirpin.
1,whiskers,,His whiskers were long.,???? ???????,???? ????? ??? ??? ???????,?? ?? ????? ???? ????,??,???????,biyik,Biyiklari uzundu.
1,whisper,,He whispered in my ear.,?????????? ???? ????,???? ??? ?????? ???? ???? ??????????,?? ?? ???? ??? ??? ???? ????? ???,??,????????,fisilti,Kulagima fisildadi.
2,whisper,,His whisper turned to a roar.,?????????,???? ????? ????????? ????? ???? ???? ???????,?? ?? ?????? ??? ???? ??? ????? ??????,??,??????????,fisilti,Fisiltisi kükremeye dönüstü.
1,whispering,,I couldn't hear what they were saying because they were whispering.,????????? ?????,??? ???? ??? ??? ???? ??? ???? ??????? ??? ??? ????????? ?????,??? ???? ?? ??? ?? ?? ??? ??? ??? ??? ?????? ?? ????? ??? ????,??,??????????,??????????,Fisildayan,Fisildadiklari için ne dediklerini duyamiyordum.
1,whispery,,She spoke to her in a whispery voice.,????,???? ??? ????? ???? ????? ????? ???? ????,"?? ????? ???? ??? ?? ?? ?????
",?????,????????????,fisiltili,Fisiltili bir sesle onunla konustu.
1,whistle,,He was whistling as he walked down the street.,?????? ??????,????? ???? ???? ??? ??? ?????? ??????,??? ?? ???? ???? ?? ???? ??? ??? ????,?,???????????,düdük,Sokakta yürürken islik çaliyordu.
2,whistle,,The policeman blew his whistle.,??????,?????? ???? ??? ????? ???????,????? ???? ?? ???? ??? ???,?,????????,düdük,Polis düdügünü çaldi.
2,whistler,,He was a good whistler.,?????? ???? ???,??? ??? ??? ???? ?????? ???? ????,?? ??? ???? ???? ????? ???? ????,???,???????????,islikçi,Iyi bir islikçiydi.
1,white,,He has white complexion.,??????,????? ??? ?????? ?????,"?? ?? ???? ??? ???
",???,?????,beyaz,Beyaz tenli.
2,white,,She bought a new white mop.,????,???? ????? ??? ??? ???? ?????,"?? ?? ??? ??? ???? ????? ??????
",???,????????????,beyaz,Yeni bir beyaz paspas aldi.
1,white ant,,There are white ants in the cupboard.,????? ?????,?????? ???? ??? ????? ??????,"?????? ??? ???? ????
",??,????????,beyaz karinca,Dolapta beyaz karincalar var.
1,white hot,,He held the metal in the flame until it became white hot.,?????? ???,???? ???? ???? ?????? ???? ?????? ????? ?????? ???? ??? ?????? ??? ?????,?? ?? ???? ?? ?? ??? ?? ???? ??? ???? ?? ?? ?? ?? ??????? ??? ?? ????,???,?????????,????????,beyaz sicak,Metali beyaza dönene kadar alevin içinde tuttu.
1,white paper,, The white paper outlined a number of policies.,????? ??? ????? ???? ????? ???? ?????,????? ??? ????? ???? ????? ???? ?????? ???? ??? ??????? ??????? ?????? ????? ????? ??? ????? ?????,"????? ?? ??? ?? ???? ???? ????? ??? ????? ????? ??????? ?? ???? ??? ??? ????
",???,???????????,beyaz kagit,Beyaz kitapta bir dizi politikanin ana hatlari çizildi.
1,whitehead,,He has many whiteheads on his face.,???? ????? ???? ????? ??? ?????,????? ??? ?????? ????? ?????? ???? ????? ??? ??????,"?? ?? ???? ?? ??? ???? ??? ???? ????? ????
",????,?????????,beyaz nokta,Yüzünde çok sayida beyaz nokta var.
1,whitely,,Her whitely face looked beautiful.,????? ???,????? ??? ???? ????? ???? ??? ???????,"?? ?? ???? ??? ??? ???? ??????? ?? ??? ????
",???,?????????????,beyaz bir sekilde,Beyaz yüzü çok güzel görünüyordu.
1,whiten,,They are whitening the roads.,?????? ???????,??? ??? ???? ?????? ????????,"?? ????? ?? ???? ??? ??? ????
",??,?????????,beyazlatmak,Yollari beyazlatiyorlar.
2,whiten,,The new toothpaste whitens teeth.,???? ????,??? ????? ????? ???? ???? ???? ?????,??? ???? ???? ???? ???? ???? ???,??,??????????,beyazlatmak,Yeni dis macunu disleri beyazlatiyor.
1,whiteness,,The whiteness of snow is beautiful.,?????,????? ????? ???? ?????????,??? ?? ????? ??????? ???,??,?????????,beyazlik,Karin beyazligi çok güzel.
1,whitewash,,It took me whole day to whitewash the wall.,???? ?????? ??? ?????,??? ???? ???? ???? ?????? ??? ???? ????? ????,"????? ?? ???? ??? ???? ??? ???? ???? ?? ????
",??,???????????????,badana,Duvari badanalamak bütün günümü aldi.
2,whitewash,,What he said was just to whitewash himself.,???? ???????,???? ??? ??? ???? ??? ??? ?????? ???? ???? ???????? ??????,?? ?? ?? ??? ??? ?? ??? ???? ?? ?? ????? ??? ???? ?? ???? ????,??,????????????????,badana,Söyledikleri sadece kendini aklamak içindi.
1,white collar,,University prepared me for a good white collar job., ????? ????? ?????? ????? ????? ??????? ?????,????????? ?????? ??? ???? ????? ????? ?????? ????? ????? ??????? ????? ????? ?????,????????? ?? ???? ??? ???? ???? ?? ???? ?? ?? ???? ???? ????? ?? ??? ???? ????,??,????????????????????,Beyaz yaka,Üniversite beni iyi bir beyaz yakali ise hazirladi.
1,whither,,They did not know whither they should go.,????? ??? ?????,???? ???? ??? ???? ?? ???? ???? ??? ??????,?? ???? ????? ??? ?? ????? ???? ???? ??????,????,??????????,nereye,Nereye gitmeleri gerektigini bilmiyorlardi.
1,whitish,,"There were whitish spots on either side of the wall.
",???? ????,???? ??????? ????? ???? ??? ???? ???? ????,"????? ?? ??? ??? ????? ???? ???? ????
",???,????????????,beyazimsi,Duvarin her iki tarafinda da beyazimsi lekeler vardi.
1,whittle,,"He was sitting on the porch, whittling a stick.",????? ???? ?????,??? ??? ???????? ????? ??????? ???? ??????? ???? ??????,?? ??? ??? ??? ????? ???? ??????? ?? ???? ??? ????,?,????????????,beyaz,Verandada oturmus bir sopayi yontuyordu.
2,whittle,,They won't whittle down your salaries.,?? ????,??? ??? ??? ???????? ??????? ???,"?? ?? ?? ???????? ??? ??? ???? ???? ???
",?,???????????,beyaz,Maaslarinizi düsürmeyecekler.
1,Who,,That's the girl who scored secured 1st position.,??? ???? ??,??? ???? ?? ???? ???? ????? ?????? ?? ?????,?? ?? ???? ?? ?? ?? ???? ?????? ???? ???,WHO,???????????,DSÖ,"Bu, 1. sirayi garantileyen puan alan kiz."
2,who,,The boy who sat beside him was his son.,???,??? ????? ??? ?????? ??? ??????? ??? ???? ????? ???????,?? ???? ?? ?? ?? ??? ????? ??? ?? ?? ?? ???? ????,WHO,??????????????,DSÖ,Yaninda oturan çocuk onun ogluydu.
3,who,,The person who you met after school was my teacher.,???,??? ????? ???? ???? ????? ????? ????? ??? ???? ????? ???????,?? ?? ??? ?? ????? ?? ??? ??? ?? ???? ????? ????,WHO,????????????????,DSÖ,Okuldan sonra tanistigin kisi benim ögretmenimdi.
1,whoever,,Whoever did this will be held accountable.,???? ????,??? ??? ??? ??????? ??? ????? ??? ???? ?????,?? ?? ??? ???? ??? ?? ?? ???? ??? ??? ???,?,?????????,????????,kim olursa olsun,Bunu kim yaptiysa hesabi sorulacaktir.
2,whoever,,Whoever wants to come along is welcome to join us.,??? ???,??? ??? ??? ???? ??? ??? ???? ??? ?????? ???? ??? ??? ???? ????? ??? ???????,?? ??? ???? ??? ????? ?? ??? ?? ???? ???? ???? ?? ??? ??? ???? ???? ???,?,????,???????,kim olursa olsun,Kim gelmek isterse aramiza katilabilir.
